"artists","avg_popularity","avg_duration_ms","avg_danceability","avg_energy","avg_key","avg_loudness","avg_mode","avg_speechiness","avg_acousticness","avg_instrumentalness","avg_liveness","avg_valence","avg_tempo","avg_time_signature"
"Fabrizio Paterlini;Johannes Bornlöf",0,220956,0.225,0.117,4,-24.971,0,0.0488,0.968,0.867,0.103,0.275,160.017,3
"Fabvl",57,233240,0.522,0.718,1,-5.59,1,0.0458,0.000447,0,0.363,0.58,141.042,4
"Facada",16.2,70001.6,0.279,0.8882,5,-8.1682,0.6,0.08554,0.00024087,0.7888,0.2834,0.16732,119.0312,3.8
"Facção Central",42,365388,0.747,0.624,9,-4.72,0,0.34,0.304,0,0.155,0.648,135.921,4
"FACE",52.8888888888889,163199.277777778,0.770555555555556,0.6525,6.22222222222222,-6.91805555555556,0.611111111111111,0.190288888888889,0.230883333333333,0.00377540444444444,0.175416666666667,0.596777777777778,133.617611111111,3.88888888888889
"Face To Face",30,207813,0.175,0.956,9,-4.815,1,0.0832,2.66e-05,1.12e-06,0.148,0.469,159.224,4
"FACE;Squirrel Flower",56,180323,0.405,0.564,4,-5.263,1,0.0263,0.00268,0.00123,0.0961,0.549,144.131,4
"Faces",68.5,246720,0.5295,0.7215,5.5,-8.2735,1,0.031,0.33795,0.0298057,0.2865,0.8065,119.677,4
"Factory",39,244400,0.662,0.753,9,-14.506,0,0.0415,0.0293,3.89e-06,0.187,0.871,144.525,4
"Facundo Toro",43,143754,0.772,0.69,7,-6.94,1,0.0604,0.72,2.4e-06,0.549,0.957,152.2,3
"Fadagad;Pryce Wayne",21,224313,0.795,0.371,7,-8.205,0,0.285,0.411,0.00227,0.114,0.415,91.173,4
"Faderhead",28.6,252768.8,0.6138,0.8322,8.2,-7.1576,0.8,0.04238,0.0060926,0.215320912,0.16266,0.4822,120.2142,4
"Faderhead;Chris Harms",21,310571,0.441,0.756,9,-7.557,0,0.0322,0.0212,0.105,0.378,0.367,144.3,4
"Fagner",44.25,265406.625,0.474125,0.484625,6.375,-11.757125,0.75,0.0339625,0.4531875,0.00016029125,0.416625,0.454,135.0795,4
"Fagner;JB FM",42,276480,0.471,0.35,9,-8.356,1,0.0289,0.479,5.21e-05,0.688,0.251,106.215,4
"Fagner;Zé Ramalho",44,282953,0.445,0.6225,6.5,-7.6255,0.5,0.0428,0.2555,1.534e-05,0.623,0.39,86.0405,4
"Failure",54,310333,0.511,0.701,1,-7.861,1,0.0252,0.000253,0.563,0.0631,0.189,84.318,4
"Faime",45.125,178280.125,0.679875,0.384625,7.5,-10.109625,0.875,0.06195,0.661375,0.0353588,0.117,0.395625,125.884,4
"Faintest Idea",26,132672,0.608,0.989,2,-3.901,1,0.0319,0.000816,0.479,0.377,0.908,104.166,4
"Fair Play",30.5,228572.5,0.688,0.9525,7.5,-6.1245,0,0.0347,0.042255,0.002205,0.2029,0.965,139.015,4
"Fairlane",42.6666666666667,198074,0.635666666666667,0.811,9.33333333333333,-4.12033333333333,0.333333333333333,0.0644,0.171866666666667,8.63666666666667e-06,0.0932666666666667,0.341333333333333,121.006,4
"Fairlane;Grant",44,187835,0.647,0.857,7,-5.017,0,0.0508,0.0148,0.000188,0.0883,0.447,92.007,4
"Fairlane;Ilsey",43,233924,0.535,0.788,0,-4.809,0,0.0435,0.125,0,0.111,0.361,158.006,4
"Fairlane;Kala",0,189620.2,0.503,0.8676,6.8,-3.8546,1,0.04606,0.047206,0.0163017,0.23844,0.24,133.9944,3.8
"Fairlane;Nevve",38,217263,0.593,0.67,11,-6.802,0,0.0354,0.301,0,0.157,0.298,95.025,4
"Fairlane;ROZES;JT Roach",38,224000,0.524,0.571,5,-5.314,1,0.0262,0.218,5.58e-06,0.12,0.185,108.087,4
"Fairlane;Syence;Kwesi",39,230400,0.59,0.8,8,-4.034,1,0.0766,0.256,0,0.0711,0.195,100.129,4
"Fairlane;TRØVES",38,189600,0.484,0.709,7,-6.428,1,0.264,0.327,0.000469,0.133,0.27,199.913,4
"Fairmont",17.5,397790,0.8385,0.56,6,-7.4455,1,0.06565,0.013845,0.2814,0.1185,0.2706,123.9885,4
"Fairport Convention",50.5,308733,0.52,0.13315,4,-18.9265,1,0.03195,0.684,0.2535,0.09555,0.399,144.2205,4
"Faith And The Muse",22,290466,0.451,0.827,1,-8.862,1,0.035,1.9e-05,0.943,0.114,0.352,125.003,3
"Faith Evans",0,240066.333333333,0.560666666666667,0.558666666666667,0.666666666666667,-8.17766666666667,0.666666666666667,0.0637333333333333,0.3264,5.46666666666667e-07,0.190666666666667,0.517666666666667,106.576,4.33333333333333
"Faith Evans;The Notorious B.I.G.",0,228439.5,0.5215,0.5475,4.5,-7.2425,0,0.08005,0.4465,0,0.391,0.2875,119.2205,4.5
"Faith Hill",5.23076923076923,220317.769230769,0.479538461538462,0.417492307692308,7.92307692307692,-9.79007692307692,1,0.0390153846153846,0.447546153846154,1.52307692307692e-07,0.138646153846154,0.312846153846154,126.864923076923,4
"Faith Hill;Tim McGraw",0,252893,0.35,0.459,5,-8.618,1,0.0274,0.339,0,0.111,0.153,147.035,4
"Faith No More",9.28,327518.68,0.40372,0.8848,5.56,-7.56924,0.28,0.083608,0.0377672,0.116723,0.190416,0.283656,118.47128,4
"Faith Prince",23,86973,0.423,0.0384,6,-19.436,1,0.0632,0.878,1.13e-05,0.0786,0.133,91.526,3
"Faith Prince;Josie de Guzman",30,155706,0.679,0.131,0,-18.011,0,0.11,0.816,1.78e-06,0.0874,0.616,124.988,4
"Faith Prince;Tina Marie DeLeone;Denise Faye;JoAnn M. Hunter;Nancy Lemenager;Greta Martin;Pascale Faye",27.5,254146.5,0.469,0.263,1.5,-15.287,0.5,0.11125,0.7605,0.0375,0.4675,0.6175,118.319,4
"Faithless",23.8076923076923,322182.846153846,0.620346153846154,0.750115384615385,6.15384615384615,-9.22623076923077,0.423076923076923,0.0606230769230769,0.165639230769231,0.412309865384615,0.290346153846154,0.347769230769231,116.119346153846,4
"Faithless;Boy George",22,237706,0.255,0.363,11,-13.201,0,0.0782,0.794,0.00953,0.138,0.213,193.375,4
"Faithless;Caleb Femi;Nathan Ball;Yotto",32,227317,0.598,0.756,0,-9.724,0,0.0339,0.00124,0.504,0.511,0.0652,122.995,4
"Faithless;David Guetta",51.6666666666667,188789.333333333,0.626333333333333,0.922,6,-4.69566666666667,1,0.0487333333333333,0.0386666666666667,0.685,0.194,0.0899666666666667,126.005333333333,4
"Faithless;Robert Smith",27,340253,0.639,0.776,1,-6.739,1,0.142,0.0769,0.0294,0.484,0.578,93.919,4
"Faithless;Rollo Armstrong;Sister Bliss",23,230592.363636364,0.688,0.531727272727273,5,-10.4207272727273,0.545454545454545,0.0899090909090909,0.333255454545455,0.216027117272727,0.336572727272727,0.316509090909091,125.908727272727,3.90909090909091
"Faithless;Rollo Armstrong;Sister Bliss;Axwell;Goetz",49,373249,0.721,0.783,6,-6.124,1,0.0516,0.0388,0.812,0.0817,0.197,126.008,4
"Faithless;Rollo Armstrong;Sister Bliss;Goetz",56,518221,0.683,0.937,11,-6.388,0,0.0335,0.028,0.768,0.141,0.305,126.872,4
"Faithless;Suli Breaks;Jazzie B.;MEDUZA",46.5,191612,0.623,0.758,7,-6.791,0,0.0434,0.124,0.195,0.219,0.196,124.024,4
"Faithless;Way Out West",17,466306,0.577,0.775,1,-10.091,1,0.0354,6.72e-05,0.828,0.12,0.413,133.007,4
"Faizar",24,146458,0.524,0.983,11,-2.176,0,0.04,0.0514,0.000449,0.345,0.864,149.973,3
"Fake Number",32,202906,0.507,0.892,1,-3.798,0,0.0403,0.0177,4.07e-06,0.119,0.458,131.13,4
"Fake Tides",25,148995,0.396,0.901,11,-6.046,1,0.0473,1.36e-06,0.88,0.114,0.613,96.478,4
"FAKY",29,214320,0.492,0.598,10,-4.474,1,0.033,0.366,0,0.323,0.469,77.422,4
"Fala Comigo;Milsinho;Tiee",43,125650,0.486,0.673,1,-8.763,1,0.0454,0.676,6.37e-05,0.417,0.633,94.752,4
"Fala Comigo;Tiee",43.7142857142857,334679.428571429,0.487571428571429,0.651571428571429,4.71428571428571,-8.35271428571428,0.857142857142857,0.0648142857142857,0.726,4.29671428571429e-05,0.38,0.799142857142857,118.832285714286,4
"Falamansa",44.3333333333333,268370.333333333,0.565666666666667,0.607,6.66666666666667,-8.307,1,0.0404666666666667,0.485,0,0.464333333333333,0.682,99.7786666666667,4
"Falconshield",38,234205.666666667,0.464666666666667,0.853666666666667,7.33333333333333,-7.73166666666667,0,0.0954666666666667,0.117244966666667,1.51333333333333e-05,0.2,0.334666666666667,149.93,4
"Falconshield;FrivolousShara",40,187494,0.653,0.581,9,-12.702,0,0.0794,0.107,0,0.219,0.308,144.83,4
"Falguni Pathak",63,284506,0.683666666666667,0.73,5,-11.5686666666667,1,0.0623666666666667,0.0882666666666667,0.00200666666666667,0.0815,0.732333333333333,92.027,4
"Fall Out Boy",35.9268292682927,212837.073170732,0.556536585365854,0.844878048780488,6.26829268292683,-4.48051219512195,0.48780487804878,0.0678658536585366,0.118913170731707,0.00352062951219512,0.3241,0.592560975609756,139.042268292683,4
"Fall Out Boy;Demi Lovato",57,205851,0.504,0.889,2,-4.533,1,0.0737,0.0489,0,0.19,0.367,165.047,4
"Fall Out Boy;Foxes",60,244720,0.508,0.907,6,-3.443,0,0.0565,0.0423,6.83e-05,0.221,0.587,104.997,4
"Fall Out Boy;Juicy J;Jonathan ""JR"" Rotem",57,202946,0.603,0.839,4,-3.617,0,0.102,0.0758,0,0.342,0.613,176.109,4
"Fall Out Boy;RM",54,210320,0.532,0.73,2,-4.19,1,0.261,0.0457,0,0.157,0.191,188.12,4
"Falling In Reverse",68.1153846153846,228239.692307692,0.494653846153846,0.889961538461538,3.65384615384615,-3.56134615384615,0.269230769230769,0.117353846153846,0.0271448461538462,1.36769230769231e-06,0.196534615384615,0.508076923076923,147.812346153846,4
"Fallujah",35,313068.333333333,0.419666666666667,0.941666666666667,4,-5.47833333333333,0.666666666666667,0.0852666666666667,0.0144776333333333,0.815666666666667,0.241,0.1153,129.157333333333,3.66666666666667
"Falz;Chike",56,147326,0.84,0.529,6,-7.521,0,0.297,0.241,3.67e-05,0.111,0.581,67.432,5
"Fan Sounds",42.3333333333333,259835.333333333,0.0576666666666667,0.1490971,6,-28.511,1,0.0174333333333333,0.591333333333333,0.427,0.253,0.000295,37.8976666666667,1
"Fan Yi Chen",54,280933,0.5585,0.4455,7.5,-6.748,0.5,0.03185,0.5945,1.225e-05,0.157,0.204,133.8935,4
"Fanatic",32,284026,0.552,0.907,11,-7.776,1,0.0382,0.00139,0.000624,0.119,0.852,124.642,4
"Fancy Nancy - Cast",52,53568,0.553,0.71,0,-3.032,1,0.0985,0.279,0,0.259,0.769,169.5,4
"Fandubs Jose;PurpleTheBlue",52,258731,0.689,0.97,11,-8.789,1,0.0884,0.0918,0.00415,0.154,0.943,138,4
"FanEOne",56,247572,0.533,0.644,2,-9.843,1,0.229,0.0177,0.0216,0.158,0.366,159.976,4
"Fangoria",31,244365.2,0.7234,0.8388,7.4,-7.8166,0.4,0.05138,0.16888,0.00018886,0.12184,0.6816,127.567,4
"Fania All Stars;Celia Cruz;Ismael Rivera",27,420414,0.586,0.78,2,-6.002,1,0.295,0.766,0.0379,0.989,0.925,114.595,4
"Fania All Stars;Ray Barretto;Yomo Toro",34,643320,0.71,0.782,10,-6.726,1,0.04,0.79,0.000121,0.94,0.941,123.073,4
"Fania All Stars;Tito Puente;Eddie Palmieri;Ricardo ""Richie"" Ray",31,320000,0.781,0.681,7,-5.868,1,0.0347,0.498,0.619,0.303,0.599,100.852,4
"Fanon Flowers",5.33333333333333,345864,0.768333333333333,0.838333333333333,6,-11.1036666666667,0.666666666666667,0.0636666666666667,0.322966666666667,0.939666666666667,0.111666666666667,0.3068,127.328666666667,3
"Fans & White Noise",35,224954,0.167,0.76,10,-16.441,0,0.0875,0.843,0.998,0.199,1e-05,118.686,5
"Fantastic Negrito",55,193095,0.686,0.906,4,-6.159,1,0.0881,0.28,0.000178,0.184,0.466,113.016,4
"FantasticYouth",57.5,248328,0.6635,0.776,6,-4.178,1,0.03895,0.279,9.25e-07,0.0869,0.711,104.98,4
"Fantasy",29,216893.818181818,0.667,0.806636363636364,5.72727272727273,-5.10863636363636,0.909090909090909,0.0367636363636364,0.198063636363636,0.00283542909090909,0.196818181818182,0.605818181818182,119.667363636364,4
"Far East Movement;Cover Drive",0,196466,0.75,0.877,1,-4.203,1,0.121,0.132,0,0.268,0.662,123.87,4
"Far East Movement;Justin Bieber",0,239120,0.682,0.792,9,-6.689,0,0.1,0.0026,0,0.0944,0.543,127.933,4
"Far East Movement;Ryan Tedder;Ruff Loaderz",4,211253,0.664,0.845,4,-6.115,0,0.0462,0.181,0,0.267,0.357,96.005,4
"Far East Movement;The Cataracs;DEV",24.6666666666667,218137.666666667,0.552333333333333,0.855,5.66666666666667,-7.424,0.333333333333333,0.364333333333333,0.00643333333333333,0,0.185666666666667,0.746,124.837666666667,4
"Far Out",42,222556.571428571,0.438571428571429,0.876285714285714,3.57142857142857,-5.05585714285714,0.714285714285714,0.0754428571428571,0.0386785714285714,0.737285714285714,0.141042857142857,0.228914285714286,155.535,4
"Far Out;Alina Renae",44,194476,0.432,0.837,11,-4.926,0,0.0787,0.0477,0.474,0.13,0.331,141.937,4
"Far Out;BEAUZ;Karra",34,185600,0.541,0.835,4,-2.784,0,0.0376,0.0674,0,0.344,0.387,149.989,4
"Far Out;Heather Sommer",22,280550,0.443,0.622,6,-5.952,1,0.0301,0.0557,7.47e-06,0.0861,0.163,100.111,4
"Far Out;Karra",48,224571.2,0.3806,0.7828,7.6,-4.0712,1,0.06626,0.164,3.3876e-05,0.3428,0.18526,147.9642,4
"Far Out;Rikki",45,236000,0.401,0.555,11,-7.731,1,0.0519,0.0268,3.57e-05,0.115,0.205,89.468,4
"Far Out;Ruby Chase",44,247383,0.314,0.556,6,-6.373,0,0.0492,0.18,0,0.104,0.21,166.954,4
"Far Too Loud",33,248581,0.397,0.941,1,-4.254,1,0.131,1.46e-05,0.442,0.268,0.342,175.001,4
"Far Too Loud;Getsix;CRT Weekend",16,182068,0.63,0.955,7,-6.507,1,0.0664,0.00208,0.939,0.056,0.401,173.971,4
"Farasat Anees",43,262000,0.651,0.647,1,-6.385,0,0.0391,0.0557,0.0837,0.096,0.215,180.07,4
"Farasat Anees;Ibhar Wil",29,235080,0.622,0.523,11,-6.289,0,0.0321,0.0758,0.000439,0.351,0.164,97.003,4
"Farasat Anees;Kamil Mahmood Kiani",32,159000,0.736,0.531,1,-11.815,1,0.179,0.221,9.29e-05,0.0961,0.389,90.001,4
"Farasat Anees;Naseebo Lal;Annural Khalid",25,284000,0.764,0.527,2,-10.629,0,0.047,0.0562,0.0275,0.0888,0.135,120.032,4
"Farasat Anees;RFB",34,207169,0.792,0.438,1,-8.724,0,0.0291,0.632,0.000453,0.114,0.537,106.033,4
"Farasat Anees;Slick Trick;Toshi",57.25,211384.75,0.72975,0.625,6.75,-5.89975,0,0.048325,0.073325,0.000512975,0.0898,0.2755,110.97475,4
"Farasat Anees;SomeWhatSuper;Shoaib Ali",25,210000,0.698,0.842,10,-5.17,0,0.0335,7.74e-05,0.103,0.346,0.187,100.015,4
"Farasat Anees;Talha Anjum;Jokhay",37,164571,0.878,0.651,10,-6.43,0,0.316,0.186,0,0.097,0.25,105.023,4
"Farasat Anees;Toshi",38,270000,0.393,0.365,10,-11.29,0,0.036,0.251,0.334,0.433,0.206,139.786,3
"Fard",37,136466,0.73,0.56,6,-7.748,0,0.418,0.329,0,0.116,0.434,126.316,5
"Fareoh",46.6666666666667,180010.333333333,0.637,0.938333333333333,4,-2.382,0,0.0994,0.00997066666666667,0.173533333333333,0.2107,0.180666666666667,142.677,4
"Farhan Akhtar;Hrithik Roshan;Abhay Deol;Maria Del Mar Fernandez",64,229575,0.701,0.681,9,-6.442,1,0.0466,0.134,0,0.064,0.81,122.539,4
"Farid Bang",45,106909,0.772,0.802,5,-4.861,0,0.461,0.0295,0,0.227,0.531,109.596,4
"Faridkot",34.5,233868.5,0.5955,0.667,4.5,-7.6865,1,0.0348,0.501,0.01145,0.23305,0.4875,108.507,4
"Faridkot;Amar Jalal",61.5,287573,0.78,0.46,6,-7.516,1,0.0851,0.455,0.000141,0.061,0.788,124.007,4
"Farin Urlaub",35,209208.666666667,0.457333333333333,0.886666666666667,0.666666666666667,-3.042,1,0.0992333333333333,0.00462666666666667,0.000115066666666667,0.617,0.670666666666667,167.042333333333,3.66666666666667
"Farina",0,179959.5,0.634,0.6755,0,-4.319,0.5,0.385,0.3576,0.0655,0.10755,0.577,144.029,4
"Farley ""Jackmaster"" Funk",9.8,335710.2,0.7874,0.9138,4.7,-7.1332,0.6,0.08866,0.0843136,0.636950455,0.12071,0.6852,119.4741,4
"Farley ""Jackmaster"" Funk;Giorgio Moroder;Jamie Lewis",9,442107,0.88,0.753,8,-6.758,0,0.0541,0.000716,0.194,0.0395,0.917,123.008,4
"Farley ""Jackmaster"" Funk;Ricky Dillard",5,386935,0.616,0.793,11,-7.065,0,0.0652,0.00184,2.04e-05,0.0867,0.619,115.413,4
"Faron Young",22.7391304347826,137573.130434783,0.560652173913043,0.402478260869565,3.08695652173913,-11.1361739130435,1,0.0406130434782609,0.590130434782609,0.000759938695652174,0.21764347826087,0.767782608695652,126.034434782609,3.82608695652174
"Faron Young;The Hubert Long Choir",12,124626,0.731,0.449,4,-9.222,1,0.0448,0.68,0,0.0486,0.936,120.771,4
"Farruko",76.6923076923077,287279.769230769,0.736461538461539,0.773,4.84615384615385,-4.25753846153846,0.615384615384615,0.0342538461538462,0.0180061538461538,0.128358876923077,0.111092307692308,0.502769230769231,127.399769230769,4
"Farruko;David Guetta",62.2,209025.6,0.6556,0.872,7,-5.3512,1,0.0525,0.010332,0.07834,0.1982,0.0774,126.9734,4
"Farruko;Tiësto",64.8,223384,0.769,0.688,7,-4.378,1,0.0501,0.00215,0.107,0.088,0.387,130.026,4
"Farruko;Victor Cardenas;Dj Adoni",71,267546,0.754,0.841,11,-3.19,1,0.135,0.113,0,0.466,0.541,128.019,4
"Färska Prinzen",34,223000,0.808,0.807,2,-3.733,1,0.297,0.254,0,0.394,0.65,102.015,4
"Farzad Golpayegani",2.61764705882353,285662.029411765,0.351705882352941,0.843735294117647,7.08823529411765,-5.6940294117647,0.294117647058824,0.0753941176470588,0.205808364705882,0.603580382352941,0.177988235294118,0.324379411764706,132.215558823529,3.55882352941176
"FASCINATING AIDA",26,205906,0.622,0.475,5,-10.27,1,0.242,0.915,2.11e-05,0.714,0.875,151.705,4
"Fasero",29,208510.666666667,0.608333333333333,0.353,3.66666666666667,-8.93466666666667,1,0.0297333333333333,0.797,0.473833333333333,0.111166666666667,0.278333333333333,83.8093333333333,3.66666666666667
"Fasetya",47,159877.333333333,0.638,0.310333333333333,7.33333333333333,-14.392,0.666666666666667,0.1417,0.924333333333333,0.277056666666667,0.160333333333333,0.345666666666667,122.635666666667,4
"Fast Eddie",10.8095238095238,274514.095238095,0.814809523809524,0.862380952380952,6.28571428571429,-7.17157142857143,0.571428571428571,0.0788666666666667,0.000693690476190476,0.422109952380952,0.156195238095238,0.663033333333333,125.236619047619,4
"Fast Eddie;20 Fingers",6,301406,0.872,0.959,8,-2.895,0,0.0769,0.0154,0.0812,0.108,0.917,128.991,4
"Fast Eddie;Big Saldo",7,334080,0.804,0.961,9,-5.966,0,0.0592,0.0051,0.415,0.0251,0.379,125.004,4
"Fast Eddie;DJ Sneak",11,278360,0.835,0.876,1,-7.099,1,0.0814,0.0657,0.15,0.0266,0.344,128.482,4
"Fast Eddie;FUNKY J.",12,71133,0.875,0.796,4,-10.807,0,0.207,0.00188,0.00222,0.081,0.958,135.026,4
"Fast Eddie;Julian 'Jumpin' Perez",12,346341,0.788,0.85,10,-6.502,0,0.0538,0.000296,0.000983,0.14,0.567,123.385,4
"Fast Eddie;Mike Dunn;The Renegades",6,263114,0.883333333333333,0.849333333333333,7,-6.02066666666667,0.333333333333333,0.120266666666667,0.0212133333333333,0.0617233333333333,0.133733333333333,0.734333333333333,122.990666666667,4
"Fast Eddie;Steve ""Silk"" Hurley",6,290145,0.961,0.877,11,-5.38,0,0.151,0.00166,1.54e-05,0.275,0.365,117.507,4
"Fast Eddie;Sundance",9,299040,0.862,0.511,11,-16.915,0,0.0989,0.00133,0.00413,0.0489,0.88,124.818,4
"Faster",32,191992,0.67,0.963,2,-4.141,1,0.0753,0.0906,0,0.143,0.769,149.911,4
"Faster Pussycat",55,344613,0.508,0.727,0,-6.159,1,0.0346,0.0475,3.86e-05,0.0869,0.249,121.323,4
"Fat Joe;DJ Khaled;Amorphous",64,149725,0.8,0.832,0,-5.497,1,0.266,0.087,0,0.322,0.736,106.983,4
"Fat Joe;Eminem;Lil Jon;Mase;Remy Ma",61,290266,0.611,0.754,1,-5.035,0,0.366,0.116,0,0.0945,0.565,126.961,5
"Fat Joe;Ja Rule;Ashanti",74,267093,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,4
"Fat Joe;Remy Ma;David Guetta;French Montana;InfaRed;GLOWINTHEDARK",50,211836,0.671,0.894,11,-3.701,0,0.0583,0.00758,0.00184,0.152,0.32,98.013,4
"Fat Joe;Remy Ma;French Montana;InfaRed",64.5,191921,0.475,0.764,10,-5.28,0,0.367,0.0524,0,0.823,0.401,146.1485,4.5
"Fat Joe;Remy Ma;JAY-Z;French Montana;InfaRed",60,284830,0.564,0.717,10,-6.403,0,0.397,0.097,0,0.493,0.423,117.489,5
"Fatboibari",60,122070,0.45,0.562,11,-9.653,0,0.109,0.114,0.639,0.231,0.432,144.96,4
"Fatboibari;dhan",55,99474,0.521,0.27,8,-17.214,1,0.34,0.142,0,0.334,0.345,103.144,1
"Fatboibari;Shiloh",71,167994,0.671,0.184,5,-15.541,1,0.123,0.835,0.0011,0.0794,0.128,106.04,4
"Fatboy",23.5,154646.5,0.643,0.9015,6,-4.0405,0.5,0.03885,0.1836,0.00032955,0.1271,0.8605,95.5375,4
"Fathomsong",28,165000,0.525,0.105,9,-20.978,1,0.0628,0.914,0.802,0.129,0.173,106.669,4
"Fats Domino",39.2352941176471,136386.176470588,0.584294117647059,0.646294117647059,7.35294117647059,-7.88676470588235,0.941176470588235,0.0417117647058824,0.581235294117647,0.0047156294117647,0.186764705882353,0.912470588235294,106.673411764706,3.64705882352941
"Fattaru;Henok",35,230800,0.843,0.715,11,-7.518,0,0.193,0.154,0,0.0456,0.951,155.972,4
"Fatum",49,220161,0.573,0.894,1,-8.824,1,0.0385,0.00634,0.847,0.12,0.0402,124.019,4
"Fauve",32.5,229013,0.568,0.79,9,-6.4975,0.5,0.0725,0.04989,0.07307,0.0851,0.3105,102.565,4
"Faye Wong",46.734693877551,268711.040816327,0.533571428571429,0.407040816326531,4.77551020408163,-10.7017142857143,0.510204081632653,0.031830612244898,0.505388571428571,0.0125234618367347,0.235555102040816,0.266910204081633,131.395571428571,3.79591836734694
"Fazilpuria;Afsana Khan",56,160000,0.863,0.741,1,-4.294,0,0.194,0.302,0,0.215,0.682,105.037,4
"Fazıl Say;Jamal Aliyev",29,187541,0.291,0.109,10,-20.775,0,0.043,0.986,0.884,0.12,0.229,108.154,3
"Fazıl Say;Serenad Bağcan",35,360240,0.401,0.214,9,-10.528,0,0.0401,0.969,0.00199,0.121,0.0729,121.477,4
"FBC;VHOOR;Mariana Cavanellas",46,194644,0.869,0.725,0,-8.428,1,0.0522,0.0357,2.6e-05,0.111,0.171,129.981,4
"FCL;Mousse T.",28,400393,0.807,0.732,2,-7.65,0,0.0387,0.0832,0.0619,0.0623,0.547,123.003,4
"FDVM;Henri PFR",43,136748,0.664,0.785,8,-4.872,1,0.0338,0.16,0,0.0899,0.632,108.01,4
"FDVM;TWOPILOTS",46,171272,0.695,0.904,10,-3.814,0,0.049,0.0309,3.75e-06,0.284,0.77,110.056,4
"Fear Factory",19.2,260873,0.5299,0.9371,6.1,-5.4624,1,0.07895,0.00072842,0.03060856,0.13842,0.4096,96.6767,4
"Fear Of Domination",22,229920,0.544,0.962,9,-4.02,1,0.0843,0.000153,0.413,0.211,0.422,129.981,4
"Fear, and Loathing in Las Vegas",59.0666666666667,221278.533333333,0.2614,0.987933333333333,5.66666666666667,-0.237466666666667,0.0666666666666667,0.191466666666667,0.000747866666666667,1.32533333333333e-06,0.2006,0.419133333333333,187.0952,4
"Feastem",13,69264,0.229,0.908,5,-6.66,1,0.125,1.36e-06,0.689,0.171,0.108,130.903,4
"Febem;CESRV",43,188330,0.85,0.383,1,-9.334,1,0.338,0.112,0,0.0824,0.357,143.087,4
"Febem;Pizzol",44,172149,0.922,0.646,11,-4.131,0,0.161,0.0179,0,0.125,0.515,92.041,4
"Fedde Le Grand;American Authors",0,162200,0.32,0.853,10,-4.859,0,0.131,0.0134,8.77e-05,0.0742,0.373,185.809,3
"Fedde Le Grand;Robert Falcon;Sofia Quinn",68,175773,0.703,0.963,11,-6.6,0,0.0515,0.00477,0.0169,0.304,0.0301,125.961,4
"Fedde Le Grand;Vince Freeman",0,158719,0.694,0.813,6,-5.278,1,0.0376,0.0718,0.00147,0.123,0.233,121.988,4
"Feder",51,273470,0.748,0.596,10,-8.222,0,0.0397,0.0111,0.833,0.0506,0.472,115.006,4
"Feder;Alex Aiono",55,196091,0.716,0.713,8,-6.246,1,0.0365,0.078,0.0331,0.0563,0.415,119.988,4
"Feder;Alex Aiono;MDZN",45,277440,0.658,0.764,0,-5.235,1,0.044,0.0963,0.0073,0.0909,0.687,124.962,4
"Feder;Kairos Grove",0,158873,0.733,0.792,9,-4.003,0,0.344,0.0865,0,0.371,0.551,142.091,4
"Feder;Lyse",59.6666666666667,190761.333333333,0.786666666666667,0.747333333333333,2.66666666666667,-5.48,0,0.116,0.173,0.807,0.132,0.305666666666667,101.788333333333,4
